0.04579199	-0.04303275	-0.04486678	0.027046617	0.13564762	-0.038821526	0.81662095	0.04108975	1.0430467	-0.010158695	0.047271725	0.81042904	-0.04592156	1.0430467	0.3977666	0.4027727	0.50446874	0.5325961	0.5771486	0.64550674	0.75219446	0.9289771	0.9569533	0.9569533
-0.06366561	-0.07342279	-0.074516356	0.029697122	0.4343742	1.0385034	0.1143657	-0.95865357	1.0430467	0.3359229	1.0075263	0.032496694	-1.0463481	0.9569533	0.48925108	0.4943184	0.5101118	0.53858316	0.4975872	0.5667813	0.67477375	0.8537184	0.9569533	0.9569533
-0.04063319	0.0891287	0.06455652	-0.07142025	0.49912652	-0.17741436	-0.087216735	-0.9569531	0.04304671	0.27533883	-0.8013764	0.062565446	0.29383233	-0.04304671	0.40191516	0.40696838	0.42271784	0.45110992	0.49608177	0.5650832	0.672775	0.8512213	1.0430467	1.0430467
-0.030065103	-0.022007523	0.051658135	0.002517134	0.4184904	-1.0430467	0.122496724	0.956953	-0.04304671	0.31437823	0.4566513	-0.054859754	-0.9569533	0.9569533	0.48612237	0.49115416	0.50683683	0.53510857	0.5798898	0.64859873	0.755834	0.9335239	1.0430467	0.9569533
0.07855423	0.08801152	-0.019173438	-0.013423413	0.3372681	-0.9569534	0.19557655	0.56120217	1.0430467	0.29067314	-0.30984518	-0.16999888	-1.0430468	0.04304671	0.39744356	0.402446	0.5041306	0.53223735	0.57675725	0.6450653	0.7516748	0.9283279	1.0430467	0.9569533
0.097686514	-0.004415162	-0.030428756	-0.0372738	0.32621405	-0.45421177	0.03309774	-1.0430465	1.0430467	0.4029729	0.3868249	-0.1996516	-0.9569534	-0.04304671	0.47989115	0.48485216	0.5003143	0.5281884	0.57233983	0.64008254	0.7458096	0.9210006	1.0430467	0.9569533
0.02901483	-0.008385323	-0.03312701	-0.05769335	0.15265183	-0.9569529	-0.15886402	-1.0430467	0.04304671	0.47987515	0.93032146	-0.31224656	-1.0430466	0.04304671	0.38908768	0.39399523	0.40929067	0.43686423	0.48053962	0.5475519	0.65213907	0.8254411	0.9569533	0.9569533
0.10906421	-0.055327836	-0.050803505	-0.0477279	0.08351551	-0.89809644	0.052094575	1.0430472	-0.04304671	0.46807832	1.0430468	-0.20454967	0.8529756	-0.04304671	0.38476753	0.389626	0.40476853	0.43206644	0.5613986	0.6277409	0.73128253	0.90285206	0.9569533	0.9569533
0.112139	0.049101293	0.047555134	-0.08018367	0.009730406	-0.86128086	0.068283916	0.73474336	0.9569533	0.6334025	0.9569535	-0.32132745	-0.95695263	-0.04304671	0.46506444	0.4698571	0.48479444	0.5117225	0.5543754	0.6198188	0.7219575	0.89120245	0.9569533	1.0430467
0.11069605	-0.04588966	-0.028980076	-0.052049074	0.048679117	0.23278448	-0.008474108	-0.46015167	1.0430467	0.712573	0.9569533	-0.43336678	-1.0430467	-0.04304671	0.37452838	0.37927058	0.4801441	0.5067887	0.5489926	0.61374706	0.71481055	0.8822738	0.9569533	0.9569533
0.019199409	-0.053939577	0.0699246	-0.04094434	0.069079116	0.21688646	-0.048877116	-0.3756001	1.0430467	0.7920508	0.9569533	-0.55083966	-1.0430466	-0.04304671	0.37056184	0.37525898	0.47599214	0.5023836	0.5441866	0.608326	0.70842946	0.87430197	0.9569533	0.9569533
0.011658497	-0.05823546	0.086367324	-0.025572818	0.0861769	0.17269358	-0.078924775	-0.2896031	1.0430467	0.871561	0.9569533	-0.66681576	-1.0430467	-0.04304671	0.36730617	0.37196636	0.47258425	0.498768	0.5402419	0.6038765	0.703192	0.86775887	0.9569533	0.9569533
0.08474259	0.017331999	0.009771094	-0.00084897876	0.103931084	0.17213522	-0.011564735	-0.1021665	1.0430467	0.93852544	0.9569533	-0.5918615	-0.04304683	-0.04304671	0.36546734	0.45620006	0.47065946	0.49672586	0.53801394	0.60136336	0.6141404	0.86406326	0.9569533	1.0430467
0.02285095	0.091442555	0.06995249	0.03711821	0.14649773	-0.5000346	0.0035965405	0.07988556	0.9569533	0.89854103	-0.45560786	-0.6776588	0.043046698	-0.04304671	0.45136908	0.36991277	0.4704588	0.49651298	0.53778166	0.60110134	0.6999254	0.863678	1.0430467	0.9569533
0.10801038	0.04113227	0.05949812	0.03833135	0.13481914	-0.10201378	-0.07327902	0.11876699	0.9569533	0.94791204	0.579098	-0.59048736	-0.04304675	-0.04304671	0.3650474	0.36968192	0.38412645	0.4962595	0.53750515	0.6007894	0.69955826	0.86321926	0.9569533	0.9569533
0.098755285	0.02448416	0.06778215	-0.038154013	0.044287425	-0.0973997	-0.060386773	0.1490318	0.9569533	1.0036663	0.74550706	-0.5886471	-0.04304671	-0.04304671	0.36523846	0.36987516	0.38432646	0.41037825	0.4516432	0.51495713	0.6137722	0.86360323	0.9569533	0.9569533
0.09097034	0.027461242	0.17446442	-0.019621575	0.03155989	-0.11488788	0.050561544	0.16125691	0.9569533	1.0302771	0.37714148	-0.5875677	-0.04304669	0.04304671	0.45239878	0.45704758	0.3854432	0.49765652	0.5390293	0.60250866	0.70158195	0.86574745	0.9569533	1.0430467
